WELLNAME,= 33846-CBL (1),,,,,,,
STDEP  =,17,,,,,,,
ENDEP  =,10431.5,,,,,,,
LEVEL  =,0.5,,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL,","GR, LTEN, TT3FT",,,,
,,,,,,,,
#DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN,TT3FT
7401,4.7,6.4,7.4,5.2,0,83.7,1560.5,345.6
7401.5,5.5,6.6,7.9,5.7,0,58,1544.7,347.6
7402,6.1,7.1,8.3,6,0,46.3,1535.2,341
7402.5,7,8.1,9,6.9,0,40.6,1542.3,336.7
7403,7.5,9.3,10.7,7.7,0,38.4,1558.2,336
7403.5,7.3,9.2,10.2,8.2,0,37.5,1560.5,335.6
7404,7.1,8.5,9.5,7.9,0,37,1534.4,335.8
7404.5,6.9,8.6,9.4,8,0,44.2,1537.6,336.2
7405,6.4,8.3,9,7.4,0,54.4,1540.8,336.7
7405.5,6.1,8.5,9.9,6.7,0,53.1,1542.3,336.4
7406,6.8,8.7,10.5,7.3,0,43.2,1564.5,336.2
7406.5,6.4,8.7,10.7,7.5,0,37.3,1564.5,336.3
7407,6.3,8.8,11.4,6.8,0,33.9,1536.8,336.7
7407.5,6.4,8.8,10,7.2,0,34.9,1541.6,337
7408,6.9,9.7,11.2,7.4,0,41.6,1540.8,336.9
7408.5,7.3,9.8,11.1,7.5,0,48.5,1541.6,336.3
7409,6.1,8.3,9.6,7,0,51.4,1560.5,336
7409.5,6.7,7.9,10.1,5.7,0,49.3,1559.8,333.8
7410,8.8,10.6,12.3,7.2,0,41.4,1536,323.3
7410.5,8.9,10.8,13.3,7.3,0,31.8,1532.9,323.6
7411,8,8.9,11.3,5.2,0,32.7,1532.9,334
7411.5,7.1,8.6,10.5,6.3,0,42.3,1536.8,336.2
7412,6.2,7.8,9,6.6,0,48.7,1565.3,336.1
7412.5,5.1,8,9.6,6.5,0,50,1559,336.1
7413,5.6,8.8,10.9,6.9,0,45.5,1538.4,335.7
7413.5,6.2,8.5,9.9,7,0,38.4,1540.8,335.1
7414,6,7.9,9.3,6.9,0,41.1,1552.6,335.3
7414.5,6.5,9,11,7.6,0,46.5,1558.2,336.1
7415,6.5,9.7,12.3,8.8,0,38.3,1571.6,336.1
7415.5,7.3,9.8,12.1,8,0,29.3,1577.2,335.7
7416,7.9,9.7,11.1,8.2,0,34.1,1552.6,335.4
7416.5,8.9,10,11.6,7.3,0,42,1543.9,335.2
7417,8.6,10.3,11.8,6.7,0,47.2,1544.7,335.3
7417.5,7.8,10.4,11.6,8.5,0,51.2,1548.7,335.7
7418,7.4,10.1,12.5,8.8,0,50.4,1564.5,335.8
7418.5,7.2,10.1,12.3,8.5,0,57.5,1564.5,335.5
7419,7,9.9,12.3,7.6,0,66.8,1555.8,335.6
7419.5,6.9,9.2,10.6,6.7,0,59.8,1543.1,335.8
7420,6.4,8.6,10.5,6.2,0,45.3,1537.6,335.7
7420.5,6.6,9,10.6,6.7,0,37.9,1548.7,336.1
7421,6.8,9,10.4,7.5,0,38.2,1565.3,336.3
7421.5,6.6,8.8,9.4,7.4,0,42.4,1561.3,336.3
7422,5.9,8,9.4,6.8,0,42.7,1538.4,336.7
7422.5,5.7,7.5,9.2,5.8,0,41.7,1545.5,338
7423,7.7,9.9,12.6,7.8,0,43.1,1535.2,340.5
7423.5,9,11.5,14.9,9.1,0,42.2,1540,342.2
7424,7.2,9,11.9,7.1,0,32.1,1564.5,341
7424.5,6.3,7.3,8.2,6.1,0,24.2,1558.2,341.3
7425,5.3,6.2,7,5.3,0,27.8,1544.7,342.9
7425.5,5.8,7.2,8.1,5.9,0,43.5,1543.9,349.9
7426,7.4,9.4,10,8.5,0,57.8,1544.7,350.4
7426.5,8.6,9.8,10.9,9,0,60.5,1556.6,336
7427,10,10.9,12,9.7,0,56.6,1564.5,324.9
7427.5,9.6,12.6,14.1,11.5,0,48.4,1554.2,329.8
7428,11,16.1,18,14.8,0,41.6,1542.3,321.7
7428.5,15.3,22.8,23.9,20.7,0,38.7,1536.8,301.4
7429,20.8,32.3,34.2,30,0,39.4,1536,292.7
7429.5,26.7,42.4,45.7,39.4,0,49.5,1557.4,290.2
7430,31.4,50.4,53.3,47.3,0,72.1,1570.8,289.1
7430.5,33.8,54.6,56.9,53.5,0,94,1569.3,288.7
7431,34.9,55.9,60.1,52.7,0,103.6,1553.4,289.1
7431.5,35.1,56.4,60.5,52.5,0,115.8,1543.9,289.1
7432,34.8,56.7,61.2,53.6,0,133.9,1544.7,288.9
7432.5,35.3,58.1,62,55.4,0,135.2,1553.4,289
7433,36.4,59.1,62.6,55.8,0,120.1,1568.5,289
7433.5,37.4,60.8,65.6,56.6,0,111.9,1559.8,288.9
7434,38,62.3,66.7,58.2,0,123.2,1536.8,288.8
7434.5,38.2,62.1,65.9,58.8,0,134.2,1551.1,288.7
7435,38,62.3,67.3,59.1,0,126.5,1553.4,289
7435.5,37.5,62.4,69.1,58.2,0,115.4,1556.6,289.4
7436,37.6,62.4,67.4,59.3,0,120.3,1582.7,289.2
7436.5,38,62.2,65,60.1,0,127.5,1578.8,288.8
7437,37.7,60.9,63.4,58.4,0,113.8,1548.7,288.8
7437.5,37.5,60.2,63.4,56.5,0,90.3,1555,288.8
7438,37.6,60.4,63.9,56.7,0,72.5,1551.1,288.8
7438.5,37.6,60.4,63.7,57.3,0,61.6,1562.9,288.7
7439,36.9,59.7,62.9,56,0,71.4,1570,288.8
7439.5,36.2,59.6,63.8,55,0,96,1567.7,289
7440,35.7,58.4,63.2,53.9,0,108.3,1543.9,289.2
7440.5,34.8,57,60.9,52.8,0,105.2,1550.3,289
7441,33.9,55.3,58.8,51.9,0,103.5,1549.5,288.7
7441.5,33.5,53.8,57.4,49.9,0,100,1566.9,288.9
7442,34,54.3,58.5,49.1,0,90.8,1578,289
7442.5,33.7,55.2,60,51.4,0,83.9,1583.5,288.8
7443,34.1,56.4,61.3,52.7,0,80.4,1558.2,288.8
7443.5,35.1,58,63.6,53.7,0,85.9,1563.7,288.8
7444,36.1,59.2,64.7,54.6,0,101.3,1544.7,288.7
7444.5,37.3,60.1,65.1,56.4,0,109.3,1559.8,288.6
7445,37.7,60.3,64,57.2,0,110.4,1579.5,288.6
7445.5,37.5,59.7,63.1,57.3,0,116.8,1593,288.6
7446,36.9,59.4,63.3,55.8,0,116.3,1558.2,288.8
7446.5,36.7,59.1,62.6,55.2,0,112.1,1562.1,288.8
7447,35.9,57.6,60.8,54.9,0,112.7,1548.7,289.1
7447.5,35.8,57.6,60.8,55.5,0,109.6,1555.8,289.2
7448,36.9,59.2,62.2,56.3,0,97.8,1570.8,289.1
7448.5,37.7,59.9,62.3,57.4,0,82.3,1566.9,289.1
7449,37.5,59.8,62.8,57,0,80.2,1545.5,289.2
7449.5,37.2,60,63.2,56.6,0,86.8,1551.1,289.1
7450,36.4,60,64.2,56.4,0,92.9,1555.8,289.2
7450.5,35.7,59.5,63.2,55.3,0,103.6,1570.8,289.4
7451,35.6,59.2,62.5,56.1,0,112.9,1582.7,289.2
7451.5,36,59.3,62.2,56.8,0,109.7,1572.4,289.1
7452,36.4,60.1,62.9,56.5,0,90,1559.8,289.3
7452.5,36.3,60.5,63,56.8,0,71.9,1559.8,289.7
7453,37.7,61.1,63.5,58.4,0,74.7,1549.5,289.7
7453.5,38.1,61.6,64.7,59.4,0,81.4,1563.7,289.3
7454,38.6,62,64.8,59.5,0,76.1,1570.8,289.2
7454.5,38.9,62,64.1,60.1,0,74.4,1567.7,289.1
7455,38.2,61.8,62.7,60.7,0,79.1,1557.4,289
7455.5,37.8,61.4,62.4,60.3,0,82.6,1563.7,288.9
7456,37.8,60.9,62.4,58.7,0,86,1553.4,288.9
7456.5,38.1,61.4,63.8,59.3,0,83.8,1559,288.8
7457,38.1,61.5,64,59.2,0,83.8,1581.1,288.8
7457.5,38.1,61.9,64.2,59.6,0,87.6,1556.6,288.8
7458,38.8,63.5,67,59.8,0,82,1544.7,288.6
7458.5,39.9,64.4,66.6,61.4,0,67.7,1554.2,288.6
7459,39.4,64,66.5,60.4,0,61,1547.1,288.5
7459.5,37.6,62.4,64.2,59.7,0,66.7,1559.8,288.3
7460,35.4,59.1,60.9,57.1,0,70.3,1585.9,287.9
7460.5,34.1,55.6,58.7,53,0,69.4,1565.3,287.9
7461,34.4,55,58,52.8,0,76.7,1549.5,288.3
7461.5,34.6,56.2,57.5,55.2,0,89.2,1559.8,288.5
7462,34.4,56.3,58.8,54.6,0,86.1,1555,288.5
7462.5,36.2,59.2,62.4,56.2,0,69.5,1574.8,288.3
7463,38,61.8,64.6,57.9,0,73.5,1574.8,288.1
7463.5,38.4,62.1,65.8,57.7,0,110.7,1578,288.1
7464,38,61.4,65.4,56.7,0,138.1,1547.9,288.3
7464.5,38.3,61.9,66.1,57.4,0,122.6,1559.8,288.5
7465,37.4,60,65,55.2,0,96.3,1558.2,289.5
7465.5,34.7,55.8,62.5,49.9,0,87.7,1578.8,292.5
7466,28.7,46.1,52.3,39.8,0,87,1581.9,296.2
7466.5,21.9,33.5,41.8,28.1,0,89.5,1578,296.6
7467,22.3,32.4,37.5,27.8,-2,98.1,1547.1,295.8
7467.5,21,31.5,36.3,26.7,0,106.7,1560.5,300.2
7468,21.2,34.8,40.6,29.7,0,106.3,1552.6,307.9
7468.5,27.9,45.1,48.4,41,0,104.6,1567.7,299.2
7469,31.7,50.3,52.5,46.9,0,113.2,1586.7,290.7
7469.5,37,59.7,62.2,55.5,0,120.2,1585.1,288.6
7470,37.2,60.2,62.9,52.5,0,125.4,1555,288.3
7470.5,35.5,56.9,59.3,49.9,0,119.7,1555,288.2
7471,33.9,54.5,56.5,51.5,0,94.7,1548.7,288.2
7471.5,32.9,53.1,56.5,49.9,0,76.2,1566.9,288.6
7472,31.1,50.7,54.6,46.5,0,69.5,1557.4,288.8
7472.5,30.6,49.9,52.6,46.5,0,64.2,1547.9,288.8
7473,32.8,53.8,57.9,51.7,0,62.4,1550.3,288.7
7473.5,36,59.4,65.4,56.9,0,68,1570,288.6
7474,38.5,62.9,68.5,58.9,0,67.9,1550.3,288.8
7474.5,38.9,63.2,68.5,59,0,66.8,1581.9,288.8
7475,37.8,61.8,67.5,57.3,0,75.5,1580.3,288.9
7475.5,37.1,60.8,67.5,55,0,78.8,1560.5,288.9
7476,38.5,61.8,68.2,55.9,0,76.7,1546.3,288.6
7476.5,39.6,62.6,68.1,57.8,0,74.6,1556.6,288.3
7477,39.7,63.5,68.5,58.4,0,71.1,1561.3,288.5
7477.5,37.7,62.8,69.5,56.9,0,64.9,1578,288.9
7478,36.8,61.4,69,55.6,0,64.4,1578.8,289.1
7478.5,37.5,61.2,67.7,56.1,0,66.9,1578.8,288.9
7479,37.7,61.5,66.8,57,0,68.2,1553.4,288.7
7479.5,37.5,61.3,66.5,57.1,0,63.2,1552.6,288.9
7480,37.3,61.1,67.6,55.3,0,53.3,1551.8,288.7
7480.5,37.4,61.2,68.8,55.5,0,49.2,1572.4,288.6
7481,37.4,61.2,68.4,55.6,0,52.7,1584.3,288.9
7481.5,38.1,61.3,68,55.1,0,59.2,1551.8,289
7482,38.3,61.5,69.1,54.9,0,67.8,1559,289
7482.5,38,62.6,71.2,56.7,0,72.8,1556.6,289.2
7483,39,63.6,71.5,57.4,0,72.3,1553.4,289.5
7483.5,39.7,64.2,72.5,56.5,0,73.3,1570,289.4
7484,40,64.2,70.9,57,0,73.2,1578,288.9
7484.5,39.9,64.3,69.4,58.6,0,72.7,1558.2,289.1
7485,40.6,65,70,59.6,0,71.8,1549.5,289.3
7485.5,41,65.4,70.7,59.4,0,64.9,1555.8,289.2
7486,40.8,65.6,70.9,60.1,0,60.1,1555.8,289.1
7486.5,40.6,65,70.2,59.9,0,60.8,1585.9,289.1
7487,40.5,64.6,70,60.5,0,63.3,1585.9,289.1
7487.5,40.7,64.7,69.9,60.9,0,72,1564.5,288.9
7488,41.3,65,70.6,60.7,0,79.5,1548.7,289
7488.5,40.8,64.7,70.7,59.5,0,75,1556.6,289.2
7489,40.1,64.7,69.9,59.5,0,61.3,1557.4,289.1
7489.5,40,64.6,69.1,59.8,0,57.7,1578.8,288.7
7490,40.3,63.9,68.7,59.4,0,71.2,1576.4,288.8
7490.5,40.9,64.3,69,60.6,0,79.3,1573.2,289.1
7491,40,65.1,69.1,61.1,0,70.9,1557.4,289
7491.5,38.5,64.2,67.8,59.9,0,73.2,1551.8,289
7492,38.1,63.6,67.4,58.8,0,82.8,1564.5,289.2
7492.5,38,63.3,68.4,58,0,72.5,1582.7,289.3
7493,37.7,62.6,67.2,58.5,0,58.1,1561.3,289
7493.5,38.9,61.9,65.5,57.6,0,57.6,1559.8,288.7
7494,39.4,61.8,65.8,58.1,0,63,1559.8,288.7
7494.5,38.4,61.9,66.5,57.9,0,67.6,1553.4,289.1
7495,38,61.7,65.6,57.4,0,71.4,1548.7,289.2
7495.5,38.4,61.4,66.2,56.9,0,73.3,1562.9,288.9
7496,38.4,61,65.2,56.6,0,67.4,1579.5,288.6
7496.5,37.4,60.9,65.7,57.3,0,62.6,1550.3,288.2
7497,37.1,61.2,66,56.8,0,61.6,1556.6,288.5
7497.5,37.4,61.8,66.5,57.6,0,60,1559.8,288.6
7498,37.6,62.3,68.8,58.5,0,70,1552.6,288.8
7498.5,38.4,62.7,67,58.2,0,81.1,1562.1,289
7499,38.8,62.4,68.1,56.9,0,78.5,1584.3,289
7499.5,38,62.4,67.9,58.5,0,68.5,1562.1,289.1
7500,37.2,62,66.1,59,0,58.6,1555.8,289
7500.5,37.1,62.2,65,59.3,0,48.3,1558.2,289.1
7501,38.5,63.1,66.6,59.8,0,48.4,1558.2,289.3
7501.5,39.4,64.5,69.9,59.3,0,55.4,1576.4,289.3
7502,40.1,65.2,70.6,59.7,0,67.3,1574,289.3
7502.5,39.9,64.4,68.8,59.7,0,75.8,1561.3,289.2
7503,38.4,63.6,67.4,59.4,0,67.5,1562.1,289.3
7503.5,37.9,63.4,67.4,59.6,0,58.6,1560.5,289.4
7504,38.9,63.8,69.6,59.6,0,66.1,1571.6,289.3
7504.5,39.9,65.1,69.9,59.9,0,85.3,1589.8,289.3
7505,40.4,65.9,70.1,61.6,0,91.2,1593.8,289.3
7505.5,40.4,66.2,69.4,62.2,0,79.6,1580.3,289.2
7506,39.9,65.1,67.5,61.2,0,80.8,1570.8,289.2
7506.5,39.3,64,66,61,0,92.3,1557.4,289.2
7507,39.3,64.6,67.2,62.8,0,94.8,1565.3,289.3
7507.5,38.9,64.2,66.7,63.1,0,80.8,1584.3,289.4
7508,35.4,57.4,59.4,55.9,0,62.9,1593,290.7
7508.5,29.7,47.3,49.7,45.5,0,58.5,1559.8,295.1
7509,24.6,39.1,41.9,35.6,0,68.3,1563.7,298.8
7509.5,22.4,35.7,38,33.1,0,86.2,1560.5,297.7
7510,22.9,36.8,38.3,34.2,0,96.2,1559.8,296.7
7510.5,23.7,37.9,39.3,35.4,0,89.9,1581.9,296.9
7511,33.1,53.2,54.7,51.1,0,88,1587.5,297.1
7511.5,44.1,72.3,73.9,71.5,0,89.7,1559.8,294.4
7512,39.8,65.4,67.1,64,0,88.1,1566.9,290.5
7512.5,40.5,65.1,67.3,63,0,87.5,1561.3,288.5
7513,42,67.6,69.5,65.5,0,79.2,1559.8,288.8
7513.5,41.7,67.9,70,65.5,0,63.9,1582.7,289.2
7514,41.6,67.2,69.7,65,0,55.7,1582.7,289.2
7514.5,41.6,67.1,70.1,65,0,59.5,1562.9,289.2
7515,41.3,66.6,70.1,63.4,0,69.7,1557.4,289.4
7515.5,40.6,66.1,69.5,62.4,0,72,1566.9,289.4
7516,40.3,66.2,69.2,62.2,0,73.9,1572.4,289.3
7516.5,41,66.5,69.9,62.3,0,78.9,1592.2,289.1
7517,42.4,66.9,70.6,63,0,83.9,1581.1,289.1
7517.5,41.9,67.1,71.5,62.7,0,85.5,1566.1,289.3
7518,40,66.3,71.4,61.1,0,76.9,1555.8,289.2
7518.5,39.5,65.2,69.9,59.5,0,76.9,1556.6,288.9
7519,39.6,64.3,68.8,59.2,0,90.8,1566.1,288.9
7519.5,39.2,64.1,68.7,59.6,0,99.7,1589,289.1
7520,38.9,64,67.2,61.2,0,86.4,1593.8,289.2
7520.5,38.7,63.2,65.5,60.4,0,69.2,1560.5,289.1
7521,38.6,62.9,65.7,59.3,0,73.1,1570.8,289.1
7521.5,38.8,63.5,66.9,59.7,0,81.6,1557.4,289.1
7522,39.1,63.7,66.6,60.1,0,88.3,1563.7,289.1
7522.5,38.6,63.4,66.1,60.1,0,82.5,1585.1,289.2
7523,38.8,63.5,67.2,59.1,0,67.4,1589.8,289.3
7523.5,39.8,63.9,68.8,58.7,0,60.2,1560.5,288.9
7524,41.2,65.4,70.5,60.4,0,62.2,1562.1,288.6
7524.5,41.5,66.5,71.6,61.4,0,72.6,1564.5,288.6
7525,40.8,66.5,71.3,61.8,0,86.5,1562.9,288.9
7525.5,39.6,64.4,70,60,0,105.1,1580.3,289.3
7526,38.2,62,67,58.6,0,125.1,1586.7,289.1
7526.5,38.2,62.1,65.2,58.9,0,131.8,1566.1,288.8
7527,38.4,62,65.1,59.2,0,129.8,1566.9,288.6
7527.5,38.9,62.3,65.4,59.2,0,120.4,1562.9,288.5
7528,40.5,64,67.4,60,0,103.8,1580.3,288.4
7528.5,39.3,63.1,66.8,59.3,0,86.1,1594.6,288.1
7529,34.9,55.9,60.1,50.6,0,84,1586.7,288.1
7529.5,30.4,48.7,53.7,42.8,0,90.2,1561.3,288.6
7530,28.7,45.7,51.3,39.5,0,83.7,1565.3,289.3
7530.5,28.7,44.9,51.1,39.7,0,71,1566.9,289.9
7531,29.4,45.8,51.7,40.8,0,60.8,1574,290.7
7531.5,30.9,48.2,53.9,43.3,0,53.7,1596.2,290.9
7532,31.6,50.1,56,45,0,52,1579.5,290.8
7532.5,32.9,52.7,58.6,46.6,0,52,1566.1,291
7533,33.8,54.6,61.9,45.9,0,51.1,1562.9,291.3
7533.5,33.3,54.2,63.6,44.7,0,45.3,1553.4,291.4
7534,32.7,53.8,62.7,46.4,0,40.9,1576.4,291.4
7534.5,32.2,53.5,63,45.3,0,50.5,1600.9,291.6
7535,32,53.3,62.3,45.3,0,66.6,1580.3,291.5
7535.5,32.6,53.5,61.2,46.2,0,71.5,1563.7,291.4
7536,32.5,53.4,61.4,45.6,0,63.1,1573.2,291.5
7536.5,32.5,53.3,61.9,44.3,0,43.8,1573.2,291.5
7537,31,51.8,61.1,42.2,0,35.8,1577.2,291.5
7537.5,29.7,49.3,58.3,40.5,0,48.2,1591.4,291.8
7538,27.8,45.8,54.1,37.3,0,65.2,1581.9,291.7
7538.5,25.3,42,49.2,35,0,79.8,1560.5,290.9
7539,26.2,43.4,47.9,39.4,0,79.3,1562.9,289.6
7539.5,27.7,45.5,49.1,42,0,66.6,1558.2,289.1
7540,28.7,46.4,51.7,41.4,0,54.9,1583.5,288.9
7540.5,30.5,49.5,55.1,44.2,0,56.6,1593,288.6
7541,33.5,54.5,58.6,50.6,0,65.3,1593.8,288.4
7541.5,36.1,58.4,61.8,55.2,0,74.4,1568.5,288.9
7542,37.8,61.1,67.1,55,0,84.5,1572.4,289.3
7542.5,38.4,61.5,70,51.9,0,84.7,1567.7,289.2
7543,39.2,62,72.4,52.2,0,65.7,1588.2,289
7543.5,39.1,62.7,73.3,54.7,0,48,1597.7,289.3
7544,38.3,62.3,71.2,55.7,0,43.2,1587.5,289.5
7544.5,38.2,62.4,69.9,56.4,0,44.9,1563.7,289.3
7545,39,64.1,70.7,59,0,45.2,1563.7,289.4
7545.5,38.9,64.9,70.8,60.1,0,43.7,1562.9,289.3
7546,39,64.6,70.5,60,0,40.2,1568.5,289.2
7546.5,39.4,64.5,69.5,60.1,0,38.7,1588.2,289.1
7547,39.3,64.1,69.1,59.9,0,45.8,1578.8,289
7547.5,39.1,63.9,69.2,60.2,0,59.6,1571.6,289.1
7548,38.9,63.8,69.3,59.8,0,61.2,1571.6,289.4
7548.5,38.5,63.1,69.4,59.1,0,52.7,1564.5,289.4
7549,36.3,60.2,67.1,55.8,0,47,1576.4,289.9
7549.5,33.5,55.3,60.4,52.4,0,41.1,1593,292
7550,33.5,53.1,57.5,48.8,0,32.5,1576.4,296.1
7550.5,25.8,38.6,42.2,35,0,30.9,1569.3,298.5
7551,22,34.2,37.8,32.3,0,41.7,1576.4,297.7
7551.5,20.6,33,36.5,29.7,2,58.9,1568.5,297.9
7552,22.2,36.2,40.5,32.6,0,72.7,1581.1,298.5
7552.5,32.3,53.2,58.2,48.9,0,77.6,1597,302.1
7553,33.8,54,59.1,49.1,0,83.4,1597.7,305.8
7553.5,35.7,57.1,62.4,53.1,0,82.5,1570.8,295.7
7554,39,64.1,69.6,59.2,0,71.4,1582.7,290.1
7554.5,38.6,64.7,69.9,59.8,0,66.5,1569.3,289.5
7555,39,64.6,69.1,60.3,0,56.5,1584.3,289.4
7555.5,40.1,65.1,68.9,62.2,0,48,1580.3,289.4
7556,42.3,65.5,69.8,61.4,0,53.5,1567.7,289.3
7556.5,42.1,65.4,71.6,61.3,0,62.2,1567.7,289.4
7557,40.1,64.9,70.9,60.4,0,59.9,1573.2,289.3
7557.5,39.6,64.2,68.9,59.8,0,48.5,1572.4,289.2
7558,40.1,64.5,68.9,59.8,0,42.9,1598.5,289.2
7558.5,40.8,65.2,71.2,59.9,0,47.8,1593.8,289.3
7559,40.8,65.3,70.6,58.8,0,52.3,1584.3,289.4
7559.5,40,65.5,71.5,58.9,0,57.1,1564.5,289.4
7560,39.4,64.9,70.8,59.5,0,55.7,1578,289.5
7560.5,38.5,63.6,68,60.2,0,49.7,1563.7,289.8
7561,38.9,63.3,66.8,59.9,0,54.8,1581.1,289.5
7561.5,38.8,63,66.1,58.9,0,59.1,1593.8,289.3
7562,38.5,62.7,65.6,58.8,0,56.8,1598.5,289.3
7562.5,38,62.4,65.9,58.9,0,54.9,1574.8,289
7563,37.2,61.5,64.8,58.4,0,49.4,1570,289.2
7563.5,37.4,61,64.2,57.8,0,44.4,1574.8,289.5
7564,37.8,61.1,64.4,58,0,50.5,1592.2,289.5
7564.5,36.9,59.9,63.6,56.3,0,70.5,1594.6,289.1
7565,35.5,58.5,62.4,55.1,0,74,1581.9,289.2
7565.5,35.9,59.6,63.2,56.1,0,57.4,1568.5,289.4
7566,36.8,60.7,64.1,57.7,0,51.5,1581.1,289.5
7566.5,37,60.5,63.9,57.5,0,60.8,1572.4,289.5
7567,36.7,59.8,63.5,56,0,70.5,1587.5,289.5
7567.5,35.2,58.3,62.5,55,0,71.9,1602.5,289.5
7568,34,56.4,60.4,53.5,0,68.4,1578.8,289.7
7568.5,34.1,55.4,58.2,53,0,63.5,1570.8,289.8
7569,33.9,54.8,57.7,52.3,0,53,1570.8,289.5
7569.5,32.8,52.8,53.6,51.1,0,44.8,1578,289.2
7570,32.1,51.6,53.4,50,0,49.2,1589.8,289.2
7570.5,32.6,52.6,55.5,50.4,0,58.4,1598.5,289.4
7571,32.9,53.4,55.2,51.5,0,63.6,1584.3,289.8
7571.5,33.3,53.6,57.2,51,0,52.5,1566.1,289.7
7572,33.6,54.4,60.2,51.2,0,43.5,1574,289.6
7572.5,33.1,54.9,58.6,52.4,0,59.2,1570.8,289.5
7573,33.4,55.4,59,52.5,0,74.5,1602.5,289.4
7573.5,34.3,55.9,59.5,52.9,0,66.4,1597.7,289.3
7574,34.8,56.5,59.7,53.3,0,54.6,1582.7,289.3
7574.5,35.1,56.7,59.9,53.5,0,52.6,1575.6,289.4
7575,36.2,57.4,61.7,52.7,0,51.8,1574,289.3
7575.5,37.2,59.1,62.9,54.2,0,47.6,1576.4,289.2
7576,38.4,62,65.2,57.2,0,45.5,1590.6,289.1
7576.5,39.3,63.6,67.6,58.8,0,45.9,1597.7,288.9
7577,39,63.1,69,58.4,0,51.5,1591.4,288.7
7577.5,37.4,60.8,67.2,55,0,59.2,1572.4,288.7
7578,37,58.2,65.1,52.8,0,65.3,1586.7,288.6
7578.5,36.2,55.5,62.3,50.5,0,66.4,1616.7,288.4
7579,33.4,53.2,58.8,48.3,0,72.2,1611.2,288.8
7579.5,32.9,53.7,59.3,47.8,0,84.3,1600.9,288.8
7580,33.4,54.8,61.6,48,0,94.4,1581.9,288.4
7580.5,32.4,52.7,59.7,47,0,92,1575.6,288.1
7581,31.5,51.2,57.2,45.7,0,75,1582.7,288.1
7581.5,30.3,50.1,56.4,42.6,0,61,1579.5,288.2
7582,28.8,47,53.3,39.3,0,61.7,1597,288.9
7582.5,27.9,44.9,50.5,39.6,0,73.7,1600.1,289.3
7583,27.7,45.1,48.9,41.6,0,85.2,1599.3,289.1
7583.5,28.6,46.6,51.4,42.4,0,92.9,1570.8,288.8
7584,30.5,49.9,55.6,44.5,0,84.7,1574.8,288.6
7584.5,31.2,52.3,57.7,46.7,0,74.4,1578.8,288.9
7585,32.5,54,58.3,50,0,82.8,1604.1,288.8
7585.5,33.9,55.1,61,51.1,0,95,1594.6,288.1
7586,32.8,53.7,61.5,47.9,0,99.9,1575.6,288.2
7586.5,32.3,52.4,59.7,47,0,96.8,1580.3,288.5
7587,31.5,50.8,56.2,46.4,0,84.9,1581.9,288.6
7587.5,30.8,49.3,53.1,46.2,0,71.6,1581.1,288.6
7588,31.7,50,53.7,47.3,0,63.9,1587.5,288.5
7588.5,32.7,53.3,57.1,50.2,0,64.5,1600.1,288.8
7589,34.8,57.2,59.4,55.1,0,75.8,1597,288.7
7589.5,36,58.5,60.5,56.8,0,96.6,1584.3,288.3
7590,36.4,58.7,61.9,55.3,0,112.1,1581.9,288.3
7590.5,35.9,57.2,60.9,53.1,0,116.6,1587.5,289.7
7591,31.1,49.6,51.4,46.9,0,119.5,1600.9,300.2
7591.5,27.3,45.8,48.9,44.6,0,120.3,1597.7,311.8
7592,19,32.9,38.4,29.4,0,109.6,1578,312.5
7592.5,13,21.7,24.6,20,0,82.6,1575.6,320
7593,11.1,17.7,20.5,15.7,0,64.7,1578.8,317.1
7593.5,12.8,20,24.6,16.6,0,67.8,1571.6,314.1
7594,22.6,34.5,42.8,27.4,0,76.5,1597,308.5
7594.5,29.8,44.5,53.5,36.6,0,89.6,1607.2,293.7
7595,31.1,48.8,54.2,43.2,0,110.9,1574.8,288.6
7595.5,31,50.1,54.4,45.4,0,120.5,1578,287.9
7596,30.2,49.3,53.2,44.4,0,122.4,1578.8,288
7596.5,29,47.9,54.5,43.5,0,134.4,1578.8,288.5
7597,27.6,44.4,49,38.9,0,141.6,1604.1,288.9
7597.5,26,41.4,47.4,33.8,0,145,1605.7,289.2
7598,24.8,39.6,45.9,32.3,0,161.3,1582.7,289.2
7598.5,23.8,38.3,45.1,32.1,0,178.2,1581.1,289.1
7599,24.6,39.7,47.1,33.8,0,175.9,1581.1,288.8
7599.5,26.9,43,50,37.1,0,176.3,1576.4,288.8
7600,28.4,45.2,50.6,39.2,0,186.3,1602.5,288.8
7600.5,28.6,45.8,51.1,40.5,0,189.8,1593,288.7
7601,29.6,47.7,53.2,42.6,0,182.5,1576.4,288.8
7601.5,30.6,49.1,54.7,44.4,0,178.1,1574.8,288.8
7602,30.9,49.7,54.1,44.3,0,179.4,1574.8,288.5
7602.5,32.1,51.7,55.4,46.6,0,189.9,1579.5,288.5
7603,33.6,53.9,57.1,50.1,0,195.8,1596.2,288.9
7603.5,33.9,54.5,58.1,51.5,0,176.4,1597.7,288.9
7604,32.8,53.1,57.9,50.4,0,161,1581.9,288.7
7604.5,29.8,47.2,51.9,43.7,0,221.4,1574.8,289
7605,25.9,39.8,44,36.5,0,386.5,1574,290.6
7605.5,25.9,40.6,46,36.1,0,539.3,1585.9,292.2
