WELLNAME,= 33846-CBL (1),,,,,,,
STDEP  =,17,,,,,,,
ENDEP  =,10431.5,,,,,,,
LEVEL  =,0.5,,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL,","GR, LTEN, TT3FT",,,,
,,,,,,,,
#DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN,TT3FT
7606,29.5,47.6,54.9,40.3,0,516,1604.1,292.7
7606.5,30.6,50.2,58.8,41.6,0,347.9,1600.9,292.4
7607,28.7,45.8,53.2,38.8,0,196.2,1578.8,291.7
7607.5,27.2,42.2,47.4,37.7,0,107.6,1578.8,291
7608,26,40.5,44.1,37.6,0,64.1,1579.5,290.6
7608.5,26,40.8,43.3,37.8,0,49.1,1580.3,290.2
7609,28.6,45.7,48.6,43.2,0,50.2,1597,289.3
7609.5,31.9,51.6,55.8,48.1,0,54.5,1600.1,288.3
7610,33.4,54,57.1,50.9,0,53.4,1589.8,288
7610.5,32.1,53.5,55.9,50.9,0,57.3,1585.1,288.3
7611,31.8,54.5,57.5,51.5,0,67.2,1579.5,288.7
7611.5,34.7,57.2,61.4,53.8,0,80.1,1600.1,289
7612,36.5,58.8,64.1,55.3,0,88.2,1608.8,288.6
7612.5,37.4,61,65.1,57.2,0,79.9,1606.4,288.5
7613,39.3,64.2,69,59.7,0,64.7,1581.9,288.4
7613.5,40.8,66.6,72.2,61.7,0,62.8,1580.3,288.4
7614,40.4,66.1,71.5,61.2,0,72.7,1583.5,288.7
7614.5,39.4,64.5,68.6,60.5,0,72,1576.4,288.9
7615,39.4,64.4,68.1,60.9,0,65.1,1599.3,288.9
7615.5,39.4,64.9,69.4,61,0,69.9,1605.7,288.9
7616,39.7,64.9,70.6,60.8,0,76.7,1574,288.9
7616.5,40.6,65.5,72.3,60.9,0,74,1593,288.8
7617,41.1,65,72.2,59.1,0,75.3,1590.6,288.5
7617.5,40.1,63.5,71.8,56.5,0,77.4,1594.6,288.5
7618,39.1,63.1,73,54.8,0,75.9,1607.2,288.5
7618.5,38.5,63.2,73.7,53.3,0,75.3,1612.8,288.6
7619,38.1,62.2,71.9,53.7,0,79.5,1590.6,288.7
7619.5,37,60.1,69.1,52.3,0,88.6,1593,288.7
7620,36,59,67.6,51.1,0,99.6,1585.1,288.7
7620.5,37.2,60.9,70,52.8,0,114.6,1589,288.8
7621,38.1,62.2,69.9,55,0,121,1609.6,288.8
7621.5,37.4,60.8,68,53.8,0,112,1610.4,288.8
7622,36.8,59.9,68,52.7,0,104.2,1582.7,289
7622.5,36.3,59.1,66.8,52.5,0,102.9,1581.9,289
7623,35,57.3,63.4,52,0,96.3,1576.4,289
7623.5,34.9,56.3,61.8,52.1,0,89.3,1589,289.1
7624,34.6,55.3,61.2,50.8,0,97.2,1597.7,289.2
7624.5,33.2,53.2,60,47.6,0,106.9,1597.7,289.5
7625,32.4,52.1,58.6,46.1,0,108,1586.7,289.6
7625.5,32.8,52.4,58.4,47.1,0,111.8,1582.7,289.5
7626,33.3,52.9,60,46.8,0,108.6,1579.5,289.4
7626.5,32.6,52.7,61.8,45.3,0,94.6,1585.1,289.1
7627,31.2,51.7,63.4,42,0,86.7,1608.8,289.2
7627.5,30.7,51.4,62.4,40.7,0,101.9,1597.7,289.5
7628,31.1,51.2,59,42.5,0,112.1,1582.7,289.4
7628.5,30.7,49.5,56.8,42.1,0,118,1595.4,289.5
7629,29.8,48,55.5,41.3,0,125.6,1583.5,289.4
7629.5,28.3,46.1,54.5,39.4,0,130.7,1590.6,289.2
7630,27.1,43.7,52.2,37.2,0,130.1,1609.6,289.5
7630.5,26.7,42.4,50.7,35.9,0,135.5,1604.1,289.4
7631,26.3,42.3,51.4,34.6,0,158.9,1581.9,289.3
7631.5,26.2,42.4,52.4,34,0,176.3,1581.9,289.7
7632,25.8,41.9,52.1,34,0,162.8,1583.5,289.8
7632.5,25.7,42.2,51.6,34.9,0,137,1599.3,289.6
7633,26.7,43.7,52.7,36.4,0,129.9,1612,289.4
7633.5,28,45.7,55,38.9,0,138.7,1604.1,289.7
7634,30.3,50.1,60.4,41.4,0,142.7,1586.7,291.5
7634.5,32,56,68.2,45.4,0,140.5,1596.2,299.3
7635,23,42.2,50.3,35.4,0,134.2,1582.7,309.3
7635.5,17,28.9,34.5,24.7,0,139.8,1590.6,304.1
7636,17.1,27.2,32.2,23,0,165.4,1614.4,299.4
7636.5,18.7,28.4,32.8,23.2,0,183.8,1608,299.5
7637,27.1,41.8,49.1,34,0,181.6,1586.7,298.8
7637.5,34.9,56.3,67.9,46.5,0,192,1582.7,294.9
7638,32.1,52.1,62.3,43.4,0,212.6,1583.5,291
7638.5,30.3,49.4,58.7,41.6,0,218.3,1600.9,289.7
7639,30.8,49.7,60,41.5,0,216.7,1615.9,289.6
7639.5,31.7,51.2,60.7,42.3,0,205.6,1613.6,289.7
7640,32.2,53.4,61.4,44.5,0,180.9,1590.6,289.8
7640.5,32.5,53.7,61.2,45.6,0,163.9,1597,289.6
7641,33.2,54.1,61.5,46.8,0,161.3,1593,289.4
7641.5,33.9,55.1,62.6,47.8,0,165.5,1594.6,289.5
7642,34.7,55.6,63.4,47.7,0,182.3,1618.3,289.7
7642.5,35.9,56.6,64.3,48.8,0,179.3,1615.9,289.4
7643,36.4,58.4,66.4,51.3,0,137.3,1592.2,289.1
7643.5,36.4,60,69,53.3,0,97.1,1602.5,288.9
7644,36.5,59.6,69,53,0,86.6,1591.4,288.5
7644.5,35.5,57.1,67.2,49.1,0,88.9,1604.1,288.3
7645,32.9,52.5,63,43.6,0,92.3,1616.7,288.7
7645.5,31.7,50.7,60.7,42.3,0,85.7,1612.8,288.7
7646,32.7,53.6,62.6,46.1,0,84.1,1576.4,288.4
7646.5,34.8,57.4,65.6,49.9,0,94.4,1583.5,288.5
7647,36.3,59.5,69.3,51.2,0,104,1590.6,288.9
7647.5,36.2,59.6,68.3,51.8,0,121.9,1589.8,289.1
7648,34.7,57.1,63.8,50.2,0,135.9,1612,289.3
7648.5,34.9,55.5,62.7,49.6,0,141.5,1598.5,289.6
7649,36.4,56.9,65,51.4,0,134.8,1591.4,289.7
7649.5,37.4,60.3,69.3,53.8,0,98.9,1596.2,289.2
7650,38.6,63,71.8,56,0,68.5,1588.2,289
7650.5,38.4,62.6,71.3,54.9,0,61.6,1603.3,288.7
7651,35.8,58.3,67.7,50.2,0,67.8,1615.2,288.2
7651.5,33.4,54,62.8,45.7,0,71.4,1615.9,288.2
7652,33.6,54.4,62.1,46.9,0,71.6,1589,288.1
7652.5,36.9,59.8,66.9,52.4,0,86.4,1596.2,288.4
7653,37.2,60.9,68.1,54.9,0,115,1592.2,289.1
7653.5,34.8,57.9,65.2,51.1,0,128,1609.6,289.6
7654,35.2,57.6,65.2,51.1,0,126.4,1608,289.5
7654.5,36.6,59.4,66.8,53.6,0,120.7,1598.5,288.9
7655,36.8,60.7,69.5,54.1,0,108.1,1593.8,288.7
7655.5,36.2,59.7,69.4,52.9,0,106.6,1604.9,288.9
7656,35.9,58.5,66,52.1,0,102.7,1593.8,289
7656.5,36.5,59.1,65.9,52.5,0,78.7,1608.8,289.1
7657,38.9,62.4,70.7,56.3,0,58,1623.9,288.8
7657.5,40.4,64.7,74,58.7,0,61,1615.2,288.5
7658,39,62.9,70.1,56.6,0,83.7,1597,289
7658.5,38,61.2,65.9,56,0,105.2,1597.7,289.2
7659,38.4,61.9,67.3,56.9,0,108.2,1599.3,289.3
7659.5,39.6,64,70.3,58.4,0,105.1,1608,289.2
7660,40.3,65.6,71.3,58.8,0,106.1,1612,288.9
7660.5,39.8,64.7,69.9,58.2,0,96.1,1599.3,288.9
7661,39.4,63.7,69.4,58.3,0,88.8,1594.6,288.6
7661.5,39.8,63,68.3,58.3,0,89.2,1598.5,288.4
7662,40.8,64.1,69.2,59.7,0,78.7,1589,288.8
7662.5,40.2,64.6,70,59.9,0,66.2,1605.7,288.8
7663,38.2,62.2,67.3,57.8,0,77.1,1626.2,289.1
7663.5,37.3,60.3,65.2,55.9,0,101.3,1618.3,289.2
7664,37.7,60.1,65,55.4,0,117,1599.3,288.8
7664.5,37.7,60.5,65.3,56.6,0,122.7,1597,288.8
7665,37.8,60.3,65,56.4,0,123.8,1597,289
7665.5,37.7,59.4,64.2,54.9,0,112.4,1615.9,289.1
7666,37.6,59.1,63.3,54.5,0,95.8,1614.4,289
7666.5,37.2,59.1,63.1,55.1,0,102.7,1604.9,288.9
7667,36.4,58.6,62.8,53.3,0,147.5,1591.4,288.8
7667.5,36.6,58.8,62.7,54,0,196.9,1593.8,288.9
7668,37.1,59.8,63.1,55.8,0,203.6,1593.8,288.7
7668.5,36.6,59.2,62.3,55.8,0,172.3,1596.2,288.7
7669,36.1,58.4,61,55.2,0,146.8,1612.8,288.8
7669.5,37.2,59.2,62.8,55.6,0,140.5,1612.8,288.8
7670,38,60.7,64.5,56.9,0,134.1,1612,288.8
7670.5,38,60.9,65.1,57,0,132.6,1604.9,288.8
7671,38.2,61.1,64.9,57.7,0,153.1,1600.9,288.9
7671.5,38.6,61.5,65.3,57.9,0,176.5,1614.4,288.9
7672,38.1,61.3,64.7,57.4,0,185,1621.5,289.1
7672.5,38,61.6,64.8,57.6,0,185.2,1616.7,289.4
7673,37.6,61.1,64.9,57.5,0,166.9,1586.7,289.5
7673.5,38.3,62,66.4,59,0,139.6,1598.5,289.1
7674,39.7,63.8,69.2,59.9,0,116.9,1597.7,288.9
7674.5,39.6,63.6,69.6,58.8,0,97.3,1619.9,288.9
7675,37.2,59.9,66.6,54.6,0,91.9,1612.8,288.8
7675.5,33.3,53.2,58.6,47.7,0,105.4,1593,289
7676,31.4,50,55.4,44.3,0,122.9,1593,289.1
7676.5,30.9,49.8,56.2,43.1,0,133.9,1602.5,288.8
7677,30.8,50,55.8,44.6,0,120.3,1597.7,289
7677.5,31.4,50.8,54.9,46.3,0,90.8,1612.8,289.3
7678,33.4,53.8,57.7,48.9,0,74.1,1623.9,289.8
7678.5,38.4,61.6,68.1,47.4,0,73.3,1619.1,292.2
7679,36.2,58.2,65.2,44.1,0,81.7,1595.4,296.6
7679.5,23.6,37.7,41.5,32.3,0,92.3,1597.7,298.5
7680,19.5,31.2,33.6,28.2,0,103.4,1604.9,297.6
7680.5,20,31.4,34.2,29,0,105.3,1619.9,297.5
7681,24,37,40.8,33.6,0,111,1616.7,297.8
7681.5,34.9,55.6,61.6,50.7,0,142.8,1594.6,295.8
7682,34.9,56.4,63.2,50.8,0,159.2,1590.6,291.6
7682.5,34.5,56,63,49.4,0,136.1,1599.3,289.6
7683,36.2,58.7,65.4,51.6,0,117.5,1590.6,289.5
7683.5,37.1,60.2,66,53.6,0,112.5,1611.2,289.1
7684,37.5,61.2,66.7,54.8,0,108.8,1623.1,288.8
7684.5,38.5,62.7,69.4,56.5,0,102,1624.7,289
7685,39.8,64.9,71.6,59.2,0,89.2,1604.1,288.8
7685.5,39.8,65.5,71.9,60.4,0,75.4,1597,288.4
7686,38.1,64.2,70.6,58.9,0,67.8,1605.7,288.2
7686.5,37.7,63.1,69.4,57.8,0,70,1638.1,288.2
7687,38.1,62.7,69.8,57.4,0,71.5,1633.4,288.1
7687.5,39,63.8,71.1,57.2,0,68.8,1604.1,288.2
7688,39.3,63.9,70.6,57.7,0,70.6,1600.1,288.5
7688.5,40,63.2,69.9,57,0,73.8,1596.2,288.7
7689,39.4,62.8,70.3,55.3,0,81,1594.6,288.9
7689.5,39,63.1,70.4,55.1,0,94.4,1607.2,289
7690,39.5,64,71.4,57.6,0,101.7,1611.2,288.9
7690.5,39.5,63.5,70.8,57.6,0,105.6,1593.8,288.8
7691,39.4,63.4,70.7,57.3,0,108.6,1595.4,288.6
7691.5,39.3,63.8,71.5,57.4,0,105.6,1599.3,288.6
7692,38.9,64,71.1,57.8,0,102.4,1612,288.7
7692.5,38.5,62.7,69.3,56.7,0,102.2,1619.9,288.8
7693,36.9,59.9,66.7,54.2,0,117.3,1619.9,289.2
7693.5,34.7,57.3,64.8,49.9,0,140.1,1607.2,289.4
7694,33.7,57,65,48.9,0,135.4,1601.7,289.4
7694.5,33.6,57.1,64.4,51.5,0,123.7,1611.2,289.1
7695,34.2,56.8,63.2,52.7,0,122.4,1597.7,289.2
7695.5,35.1,57.7,64,53,0,111.2,1632.6,289.3
7696,36.7,60.4,67.5,54.7,0,89.1,1619.9,289
7696.5,37.3,61.5,68.9,55.5,0,72.6,1600.1,288.7
7697,36.4,60.4,67.1,54.6,0,65.7,1604.1,288.6
7697.5,35.9,58.8,65.3,52.3,0,64,1601.7,288.4
7698,36.6,58.2,65.2,50.8,0,59.3,1608.8,288.5
7698.5,37.4,59.3,67.4,52.1,0,52.5,1633.4,288.6
7699,37.5,60.8,67.7,54.1,0,54.5,1629.4,288.5
7699.5,37.6,60.9,67.6,54.2,0,70.1,1612.8,288.7
7700,37.3,60.5,68.1,53,0,89,1598.5,288.9
7700.5,37.1,60.8,70.9,53.8,0,85,1595.4,289.2
7701,37,60.8,70.7,54.2,0,78.5,1614.4,289
7701.5,37.2,61,68.2,55.6,0,83.1,1626.2,288.6
7702,37.9,60.6,67.1,54.8,0,77.6,1622.3,288.6
7702.5,38.7,60.8,68,55.7,0,65.7,1598.5,289
7703,39.2,60.5,68,54.9,0,57.9,1600.1,289.5
7703.5,38.4,59.4,66.5,54.2,0,63.3,1603.3,289.5
7704,36.9,58.2,66,52.2,0,89.4,1606.4,289.2
7704.5,37.3,58.4,67.7,50.8,0,102.1,1631.8,289.1
7705,37.9,60.1,69.3,52.9,0,92.3,1630.2,288.9
7705.5,38.6,62.2,70,54.7,0,83.1,1619.9,288.8
7706,38.6,63.3,70.5,56.8,0,72,1606.4,288.9
7706.5,38.8,63.1,70.1,56.9,0,61.4,1592.2,289
7707,38.3,62.3,69.3,56.3,0,65.1,1612,288.9
7707.5,38,61.9,68.5,56.9,0,77.5,1634.9,289
7708,38.5,62.8,69.7,57.3,0,78,1630.2,288.7
7708.5,39,64.4,72.1,58.5,0,64.5,1599.3,288.4
7709,39.9,65.2,75.5,58.1,0,56.4,1598.5,288.4
7709.5,40.3,64.7,74.3,58.3,0,62.5,1602.5,288.2
7710,38.7,62.3,70.2,55.7,0,72.5,1601.7,288.3
7710.5,37.2,60.7,69.5,53.1,0,79.2,1616.7,288.6
7711,36.4,60,67.5,51.2,0,79.3,1616.7,288.7
7711.5,35.4,58.1,65.4,49.5,0,72.8,1595.4,288.6
7712,34.1,55.5,63.2,47.5,0,68.7,1610.4,288.6
7712.5,33,53.7,62.6,45.2,0,69.8,1601.7,288.7
7713,33.2,53.2,62.9,44.4,0,66.7,1612.8,288.6
7713.5,33.4,52.8,62.8,44.8,0,58.9,1633.4,288.6
7714,32.5,51.9,62,44.2,0,60.6,1618.3,288.9
7714.5,32,50.5,60.1,42.8,0,72.2,1604.1,288.5
7715,30.3,48.7,58.3,40,0,79.4,1600.9,288.1
7715.5,28.6,46.1,55.5,36.6,0,84.9,1601.7,287.7
7716,27.9,45.4,54.6,35.8,0,91.4,1601.7,287.7
7716.5,27.8,45.5,55.3,35.3,0,93.8,1624.7,287.9
7717,27.6,45.8,55.3,34.9,0,92.3,1619.1,287.9
7717.5,29.2,47.4,56.4,38.3,0,101,1593.8,287.8
7718,31.3,49.5,58.5,42.3,0,114.7,1604.9,288.1
7718.5,31.9,50.6,57,45.4,0,115.4,1601.7,288.7
7719,31.8,50.8,55.5,46.5,0,115.5,1612,289
7719.5,32.3,52.1,57,47.3,0,116.2,1626.2,289.1
7720,31.7,51.2,57.9,45.1,0,117.7,1629.4,291
7720.5,28.5,46.1,53.6,39.3,0,117.2,1609.6,301
7721,30.8,49.6,57.7,42.1,0,118.7,1604.9,304.9
7721.5,24.4,38.4,45.5,32,0,146.4,1600.1,299.5
7722,18.6,29,35.5,22.8,0,180.2,1624.7,298.6
7722.5,18.2,28.3,34,23.5,2,166.2,1632.6,298.6
7723,19.9,31,37.1,26.5,0,123.7,1622.3,298.9
7723.5,28.6,45.9,55.4,37.6,0,100.8,1597,298
7724,31.8,51.1,60.6,40.7,0,98.3,1613.6,294.9
7724.5,29.6,47.1,55.3,39.8,0,100,1607.2,291.4
7725,31,48.7,56.1,42.7,0,106.3,1612.8,289.9
7725.5,30.3,48.1,54.4,42,0,125,1634.9,290.1
7726,29.5,47.3,54.7,41.1,0,146.4,1636.5,290.2
7726.5,30.2,48.1,53.2,42.6,0,139.4,1612,289.9
7727,30.6,49.9,55.6,43.6,0,117.7,1608,289.6
7727.5,30.9,50.4,56.2,43.9,0,99.4,1613.6,289.5
7728,31.4,50.2,56.1,43.7,0,86.8,1625.4,289.4
7728.5,31.3,49.7,55.6,43.5,0,93.4,1638.1,289.7
7729,31.2,49.1,55.9,42.6,0,105.2,1632.6,289.7
7729.5,30.9,48.4,55.3,41.5,0,100.6,1606.4,289.8
7730,30,47.7,54.2,42.1,0,97.7,1615.2,289.9
7730.5,30,47.9,55.2,41.9,0,104.3,1606.4,289.9
7731,30.6,48,56.3,41.7,0,107.7,1608,289.6
7731.5,31.1,48.4,58.8,40.9,0,110.2,1630.2,289.6
7732,31.6,49.4,58.1,40.9,0,113.1,1634.1,290.1
7732.5,31.6,50.5,58.5,42.8,0,107.1,1608.8,290.1
7733,32.1,51.5,60.3,44.3,0,92.2,1607.2,290
7733.5,32.5,51.9,60.4,44.4,0,77.1,1605.7,290.1
7734,32.1,51.7,59.3,44.2,0,79.1,1625.4,290.4
7734.5,32.7,53.2,60.9,45.8,0,98.1,1631.8,289.8
7735,33.6,54.6,62.5,46.7,0,109.7,1626.2,289.6
7735.5,33.9,55.1,63.3,47.8,0,105,1598.5,289.7
7736,33.8,55.3,63.2,47.6,0,104.5,1618.3,289.7
7736.5,33.1,54.5,62.9,46.2,0,117.6,1605.7,289.7
7737,30.8,51.6,62.7,42.4,0,128.1,1613.6,289.7
7737.5,29.8,49.6,61.3,39.6,0,142.7,1631,289.9
7738,30.1,48.4,59.1,38.2,0,143.6,1604.9,290
7738.5,29.8,46.8,56.4,36.8,0,121.7,1605.7,290.1
7739,28.8,45.6,54.1,36.8,0,106.9,1608.8,290.1
7739.5,27.7,45.6,52.9,38.6,0,117.6,1602.5,290
7740,28,45.8,52.9,39,0,146.5,1624.7,289.9
7740.5,27.9,44.6,51.6,36.9,0,177.9,1627,289.9
7741,27,42.6,50.2,34.8,0,196.3,1622.3,289.9
7741.5,26.9,42.6,51.6,33.8,0,189.6,1604.9,289.8
7742,27.9,44.1,53.1,34.9,0,160.7,1614.4,289.8
7742.5,29.3,46.1,54.3,38.2,0,130.7,1608,289.5
7743,29.3,46.9,57.2,38.7,0,113.6,1615.2,289.2
7743.5,27.9,45.1,58.5,35.5,0,109.7,1627,289.1
7744,27.4,43,55.6,32.9,0,110.2,1608.8,288.9
7744.5,28.8,44.7,54,35.9,0,114.6,1604.1,288.8
7745,28.6,44.8,52.3,36.3,0,132.7,1608.8,289.4
7745.5,26.6,42.2,49.7,34.1,0,148.4,1603.3,289.5
7746,26,41.6,49.7,34.3,0,157.3,1617.5,289.4
7746.5,26.6,42.4,50.7,35.3,0,159.8,1627.8,289.4
7747,27.6,43.7,51.7,36.7,0,154.7,1623.1,289.2
7747.5,28.7,45.3,53.9,37.8,0,150.1,1608.8,289.2
7748,29.2,46.2,54.7,38.5,0,169.3,1612,289.5
7748.5,29.2,47.2,55.8,39.8,0,199,1609.6,289.3
7749,28.6,46.7,56,38.9,0,202.9,1629.4,289.3
7749.5,26.6,44.4,53,36.9,0,199.6,1625.4,289.7
7750,25.5,42.1,51.4,35,0,196.6,1613.6,289.7
7750.5,24.3,39.6,48.5,32.9,0,183.7,1606.4,289.6
7751,22.5,35.5,43.3,30.4,0,155.9,1612.8,289.9
7751.5,20,30.8,36.9,26.8,0,127.6,1601.7,294.6
7752,15.7,24.2,29,21.2,0,120.1,1620.7,308
7752.5,12.1,18.3,21.8,14.7,0,139.4,1627,321.7
7753,10.2,14.3,18.5,10.4,0,166.2,1623.1,330.6
7753.5,9.6,12.1,17.6,8,0,175.4,1609.6,332.9
7754,9,10.8,15.2,7,0,171.3,1611.2,334
7754.5,8.2,10.5,14,7,0,166.5,1614.4,334.3
7755,8.6,11.9,16,8.1,0,153,1630.2,333.1
7755.5,10,15,19.9,10.8,0,132.6,1633.4,326.6
7756,13.2,20.5,26.9,15.3,0,117.7,1621.5,307.3
7756.5,17.1,27.2,34.4,21.7,0,102,1605.7,293.5
7757,20.2,32.2,38.5,27.1,0,81.9,1614.4,290.6
7757.5,21.9,34.7,40.7,29.1,0,81.2,1612,290.2
7758,22.2,36,42.8,30.7,0,101.1,1617.5,290.2
7758.5,23.4,37.7,45.1,32.2,0,120.2,1636.5,290
7759,24.7,39,46.8,32.7,0,138.1,1628.6,289.7
7759.5,25.1,39.8,48.8,32.1,0,137.1,1608.8,289.6
7760,24.9,39.6,49.5,31.4,0,125,1616.7,289.5
7760.5,24.5,39,49.3,30.8,0,127.3,1635.7,289.7
7761,24.1,40,51.4,31.8,0,142.4,1634.9,289.8
7761.5,24.8,41.3,52.9,32.5,0,145.6,1627,289.7
7762,24.9,41,51.2,31.9,0,118.9,1627,289.5
7762.5,24.1,39.6,52.2,31.5,0,95.2,1606.4,289.4
7763,24.8,40.2,52.4,32.1,0,102.2,1619.9,289.5
7763.5,25.8,42,54.1,33.4,0,108.7,1610.4,289.4
7764,26.7,42.1,55.1,32.5,0,89.4,1621.5,289.8
7764.5,24.8,39.3,51.6,29.9,0,67.1,1637.3,295.1
7765,20.1,31,40.3,23.8,0,58.1,1610.4,306.6
7765.5,16.1,23.6,30.9,17.3,0,55.9,1612.8,315.9
7766,13.7,20.6,29.4,13.2,0,54.1,1615.2,319.2
7766.5,13.8,21,30.7,13.9,0,62.7,1613.6,306.5
7767,13.9,21.4,30.5,14.4,0,71.2,1636.5,304.8
7767.5,16.4,26.1,35.8,18,0,77.1,1630.2,309.1
7768,22.2,35.5,46.1,26.1,0,92.3,1622.3,299.4
7768.5,25.1,40.5,49.2,32.5,0,101.5,1613.6,291.8
7769,28.2,45.8,55.2,37.4,0,104.4,1625.4,289.5
7769.5,28.7,46.6,55.6,38.8,0,109.1,1617.5,289.1
7770,28.5,45.7,52.8,38.5,0,105.3,1628.6,288.9
7770.5,28.3,45.3,51.2,38.5,0,97.3,1642.1,289.2
7771,27.9,44.9,50.6,38.2,0,90.2,1615.2,289.6
7771.5,27.8,44.6,49.5,39.6,0,89.5,1620.7,289.6
7772,28,44.9,49.5,39.7,0,107.9,1616.7,289.2
7772.5,26.8,43.9,49.6,38.3,0,136.5,1612.8,288.7
7773,24.1,39.4,46.3,34.3,0,147.7,1636.5,288.7
7773.5,22.2,34.9,40.5,30,0,134.8,1639.7,289.7
7774,18.2,28.2,33,24.4,0,119.3,1634.9,293.3
7774.5,13.5,21.1,25.1,18,0,115.6,1604.9,307.3
7775,10.4,15.5,18.1,14,0,117.6,1618.3,326.3
7775.5,8.4,11.3,14.1,9.8,0,131.8,1623.1,332.5
7776,7.2,9,10.8,7.4,0,145.9,1637.3,333.8
7776.5,6.5,8.3,9.7,6.2,0,140.7,1642.1,334.4
7777,6.6,9.6,11.5,7.7,0,127,1617.5,333.4
7777.5,7.7,11.8,13.5,10.1,0,115.4,1618.3,332.3
7778,10.2,15.2,17.2,12.5,0,109.5,1615.9,326.3
7778.5,13.1,19.2,22.6,15.8,0,99.9,1616.7,310.7
7779,14.8,22.3,26.1,18.5,0,107.3,1640.5,303.3
7779.5,17.8,26.2,30.8,22,0,147.2,1650,294.8
7780,20.4,30,37,25.1,0,169.8,1640.5,290.6
7780.5,20.3,31.2,37.6,26.4,0,143.5,1611.2,290.6
7781,21.3,33.3,39.6,29.5,0,107.4,1615.9,290.2
7781.5,24.4,38.1,43.7,33.7,0,101.4,1614.4,289.4
7782,27.2,42.9,48.3,37.9,0,115.1,1634.9,289.1
7782.5,28,44.9,50.4,38.5,0,124.3,1627.8,289.2
7783,27.6,45.1,51.2,39.1,0,121.6,1617.5,289.2
7783.5,28.5,46.5,53.4,40.8,0,128.7,1612.8,289.2
7784,28.9,46,52.9,40.4,0,135,1612.8,289.6
7784.5,26.9,42.7,48.6,37.7,0,123.5,1617.5,289.6
7785,24.6,39.2,44.1,34.1,0,114.2,1634.9,289.7
7785.5,23.1,36.5,41.6,31.2,0,123.4,1643.6,289.9
7786,23.1,35.1,39.8,30.4,0,141.8,1619.9,289.7
7786.5,23,35.3,38.9,30.9,0,167.9,1619.9,290
7787,22.5,35.4,39.7,31.3,0,179.8,1612.8,290.2
7787.5,22.1,34.5,39.7,30.1,0,164.7,1618.3,290
7788,20,32,37.6,26.7,0,164,1631,290.6
7788.5,18.3,29.6,34.6,25.1,0,184.5,1631.8,291.1
7789,18.3,29.2,34.2,24.6,0,195.7,1623.9,291.4
7789.5,18.7,29.6,35.3,24,0,182,1610.4,291.7
7790,19.9,31.5,38.1,24.6,0,152.3,1619.1,291.3
7790.5,21.3,34.1,40.9,26.9,0,113.6,1614.4,290.9
7791,24.5,40.1,46.3,33.8,0,84.9,1631,290.2
7791.5,28.3,46.7,53.3,40.1,0,80.8,1627.8,289.4
7792,27.9,46.3,55.8,38.4,0,84.5,1616.7,289.4
7792.5,26.1,43.1,54.7,33.8,0,81.3,1616.7,289.7
7793,26.5,42.5,54.3,33.1,0,72.9,1616.7,289.7
7793.5,28,45.9,54.3,37.4,0,71.6,1623.1,289.7
7794,29.5,48.2,54,42.2,0,88.2,1639.7,289.7
7794.5,28.7,46.2,51.9,40.5,0,118.9,1642.1,289.6
7795,28.3,45.4,50.8,39.9,0,161.7,1622.3,289.8
7795.5,28.4,45.7,49.9,40.9,0,187.2,1619.1,289.9
7796,28.7,46.4,50.1,42.1,0,153.8,1618.3,289.7
7796.5,30,50.1,54.5,44.9,0,105.2,1619.9,289.8
7797,32.2,54.2,59.8,48.5,0,80.1,1639.7,290
7797.5,34.2,56.9,62.6,52.1,0,61.6,1637.3,289.7
7798,35.7,58.3,63.5,53.8,0,47.6,1617.5,289.4
7798.5,35.6,58.2,63.4,53.6,0,40,1628.6,289.3
7799,34.9,57.6,62.8,53.8,0,44.6,1627,289.3
7799.5,34,57.2,62.6,52.6,0,59.4,1630.2,289.4
7800,34.5,56.7,62.8,49.7,0,70.4,1654.7,289.3
7800.5,33,53.8,60.9,48.2,0,77,1644.4,289.5
7801,30,49.8,56.8,42.5,0,85.9,1627,289.9
7801.5,29.3,48.8,55,42,0,103.6,1615.9,289.8
7802,29.6,48.5,54.4,42.7,0,104.3,1623.1,289.7
7802.5,29.8,49.1,55.3,43.7,0,78.2,1631,289.7
7803,31.1,52.1,59.2,46.6,0,60.3,1634.9,289.3
7803.5,31.9,53.4,62.8,46,0,62.7,1639.7,289
7804,32.7,54,63.4,45.6,0,70.7,1622.3,289
7804.5,34.4,56.7,63.8,50.8,0,81.4,1630.2,289
7805,34,55.7,62.5,50.4,0,92.3,1623.1,289.4
7805.5,33.3,54.7,60.8,49.3,0,90.7,1621.5,289.5
7806,33.5,54.5,59.2,50.5,0,83.2,1631,289.3
7806.5,32.4,52,55.9,48,0,84.1,1631,289.3
7807,32.3,51.6,56.3,47.1,0,92.3,1616.7,289.3
7807.5,32.5,51.3,57.1,46.2,0,113.7,1630.2,289.4
7808,31.9,48.1,53.5,44.3,0,149.9,1617.5,289.3
7808.5,29.5,45.8,49.8,43.5,0,184.2,1632.6,289.3
7809,28.3,45.2,48.8,42.6,0,201,1653.1,289.9
7809.5,30.8,49.1,53.8,45.9,0,196.3,1644.4,293.6
7810,26.5,42,46.3,38.8,0,184.6,1625.4,304.8
7810.5,17.7,27,29.9,24.2,0,199.5,1623.9,307.5
